Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-1514,23,23,1-1514,64,9,2,5,2011.6562958955765,31.432129623368382
1-7488,1,1,1-7488,65,4,2,8,2008.2500734329224,30.896154975891115
MLG22,19,19,MLG22,33,1,1,3,1002.5937775373459,30.381629622343816
1-18987,19,19,1-18987,34,5,1,7,1008.7188142538071,29.66820041922962
1-8126,1,1,1-8126,34,4,1,1,1004.5312591791153,29.54503703467986
1-0363,4,4,1-0363,34,1,1,2,1002.0625183582306,29.472427010536194
1-7425,1,1,1-7425,352,9,10,25,10022.281479477882,28.47239056669853
1-3257,9,10,1-3257,37,2,1,8,1006.2500734329224,27.195947930619525
1-8864,22,22,1-8864,39,5,1,5,1007.6562958955765,25.837340920399395
1-8990,22,22,1-8990,40,9,1,4,1011.1250367164612,25.27812591791153
1-2006,20,21,1-2006,40,2,1,11,1007.8438509702682,25.196096274256707
1-8368,1,1,1-8368,80,6,2,9,2010.7813326120377,25.13476665765047
1-7579,19,19,1-7579,40,1,1,2,1002.0625183582306,25.051562958955763
1-1633,1,1,1-1633,399,20,9,22,9031.687701940536,22.635808776793326
MLG24,6,6,MLG24,49,10,1,14,1017.4376285076141,20.76403323484927
MLG37,20,21,MLG37,50,5,1,6,1008.1875550746918,20.163751101493837
1-0984,23,23,1-0984,50,3,1,0,1003.0,20.06
1-8808,22,22,1-8808,52,8,1,11,1013.8438509702682,19.49699713404362
MLG53,23,23,MLG53,216,38,4,18,4047.5626652240753,18.738716042704052
1-10808,1,1,1-10808,54,0,1,1,1000.5312591791153,18.5283566514651
1-8121,1,1,1-8121,110,3,2,14,2010.4376285076141,18.27670571370558
1-8087,16,12,1-8087,58,7,1,12,1013.3751101493835,17.471984657747992
1-3246,19,19,1-3246,116,12,2,23,2024.2189611196518,17.45016345792803
1-3174,1,23,1-3174,117,21,2,15,2028.9688876867294,17.3416144246729
1-8371,13,16,1-8371,255,13,4,31,4029.469034552574,15.801839351186565
MLG27,6,6,MLG27,67,14,1,18,1023.5626652240753,15.277054704836946
1-4654,1,1,1-4654,138,4,2,34,2022.06281208992,14.652629073115362
1-1070,13,16,1-1070,280,20,4,72,4058.2506608963013,14.493752360343933
MLG42,20,21,MLG42,72,9,1,2,1010.0625183582306,14.028646088308758
1-9294,22,22,1-9294,74,15,1,11,1020.8438509702682,13.795187175273895
1-7306,19,19,1-7306,159,23,2,14,2030.4376285076141,12.77004797803531
1-7302,23,23,1-7302,240,30,3,21,3041.156442761421,12.671485178172588
1-8681,8,8,1-8681,260,91,3,65,3125.531846642494,12.021276333240362
1-0918,1,19,1-0918,179,46,2,11,2051.8438509702682,11.462814809889768
MLG29,20,21,MLG29,93,7,1,11,1012.8438509702682,10.890794096454497
1-0677,20,21,1-0677,187,17,2,7,2020.718814253807,10.805982963924102
1-3186,1,1,1-3186,796,59,8,116,8120.626064777374,10.201791538665043
1-6678,4,4,1-6678,213,6,2,19,2016.0939244031906,9.465229692033759
MLG66,13,16,MLG66,229,34,2,116,2095.6260647773743,9.151205523045302
MLG52,22,22,MLG52,112,6,1,3,1007.5937775373459,8.996373013726302
1-1887,5,5,1-1887,119,18,1,18,1027.5626652240753,8.634980380034246
1-1035,8,8,1-1035,249,23,2,59,2054.3442915678024,8.25037868099519
1-0917,11,11,1-0917,134,23,1,25,1036.2814794778824,7.733443876700615
MLG36,22,22,MLG36,136,9,1,22,1020.6877019405365,7.50505663191571
1-3693,19,19,1-3693,143,36,1,23,1048.2189611196518,7.3302025253122505
MLG68,19,19,MLG68,152,5,1,38,1025.1878488063812,6.744656900041981
1-1099,1,1,1-1099,149,0,1,1,1000.5312591791153,6.714974893819566
MLG26,20,21,MLG26,155,19,1,20,1029.625183582306,6.642743119885845
MLG33,20,21,MLG33,161,8,1,14,1015.4376285076141,6.307066015575243
MLG09,17,13,MLG09,174,25,1,35,1043.5940712690353,5.997667076258824
1-5531,21,8,1-5531,199,56,1,51,1083.09421813488,5.442684513240604
1-0691,17,13,1-0691,450,107,2,131,2176.5949524641037,4.836877672142452
MLG61,19,19,MLG61,218,26,1,39,1046.7191079854965,4.801463798098608
MLG13,7,7,MLG13,225,27,1,29,1042.4065161943436,4.632917849752638
1-9365,14,15,1-9365,243,16,1,64,1050.000587463379,4.320990071865757
1-19755,9,10,1-19755,517,112,2,103,2166.7196954488754,4.190947186554885
1-7172,11,11,1-7172,284,54,1,172,1145.3765788078308,4.033016122562785
