Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
105,105,105,105,105,1-0529,14,9,1-0529,124,13,0,82,94.45768868923187,0.7617555539454183
184,184,184,184,184,MLG18,3,12,MLG18,72,31,0,21,51.8611153960228,0.7202932693892055
8,8,8,8,8,MLG15,7,16,MLG15,559,32,0,346,375.7117108106613,0.6721139728276588
155,155,155,155,155,1-2364,19,5,1-2364,88,6,0,49,54.67593592405319,0.6213174536824226
119,119,119,119,119,1-1136,12,11,1-1136,113,16,0,54,69.64286816120148,0.6163085677982432
100,100,100,100,100,1-0541,17,7,1-0541,132,15,0,64,78.57673263549805,0.5952782775416519
55,55,55,55,55,MLG13,8,22,MLG13,225,21,0,111,131.26589566469193,0.5834039807319641
112,112,112,112,112,1-1166,1,13,1-1166,118,18,0,50,67.66932237148285,0.5734688336566344
162,162,162,162,162,1-10960,12,11,1-10960,82,11,0,36,46.76191210746765,0.5702672208227763
70,70,70,70,70,1-5228,12,11,1-5228,180,13,0,90,102.40478026866913,0.5689154459370507
114,114,114,114,114,1-6166,12,11,1-6166,117,6,0,60,65.60318684577942,0.5607109986818753
42,42,42,42,42,1-8681,19,5,1-8681,260,26,0,114,139.2460550069809,0.5355617500268496
271,271,271,271,271,1-5568,17,7,1-5568,47,7,0,17,23.88756960630417,0.5082461618362589
23,23,23,23,23,1-8567,17,7,1-8567,388,64,0,132,195.12701106071472,0.5029046676822544
539,539,539,539,539,P1-17272,15,8,P1-17272,6,2,0,1,2.993386447429657,0.4988977412382762
445,445,445,445,445,1-2028,15,16,1-2028,20,4,0,6,9.960318684577942,0.4980159342288971
83,83,83,83,83,1-7306,13,10,1-7306,159,53,0,25,77.83466118574142,0.4895261709795058
178,178,178,178,178,1-9071,17,7,1-9071,75,3,0,33,35.78175276517868,0.47709003686904905
64,64,64,64,64,1-0983,14,9,1-0983,195,8,0,85,92.43784803152084,0.4740402463154915
324,324,324,324,324,1-19093,17,7,1-19093,36,8,0,9,16.940478026866913,0.47056883407963646
