Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-9133,4,3,1-9133,2,1,1,0,1001.0,500.5
1-3380,4,3,1-3380,2,0,1,1,1000.2009090781212,500.1004545390606
1-0447,2,1,1-0447,65,2,20,25,20007.02272695303,307.8003496454312
1-3100,20,8,1-3100,4,0,1,0,1000.0,250.0
1-9600,7,6,1-9600,7,1,1,0,1001.0,143.0
1-19067,1,7,1-19067,8,3,1,3,1003.6027272343636,125.45034090429544
1-4874,2,1,1-4874,224,26,26,24,26030.82181787491,116.20902597265584
7W2-0103,24,18,7W2-0103,33,12,3,9,3013.8081817030907,91.32752065766941
1-5819,24,18,1-5819,23,0,2,6,2001.205454468727,87.00893280298814
1-7721,23,17,1-7721,12,2,1,2,1002.4018181562424,83.53348484635353
1-11534,6,5,1-11534,12,1,1,1,1001.2009090781212,83.43340908984344
1-3309,11,13,1-3309,12,0,1,1,1000.2009090781212,83.3500757565101
1-8834,4,3,1-8834,39,0,3,0,3000.0,76.92307692307692
1-10882,7,6,1-10882,14,2,1,3,1002.6027272343636,71.61448051674026
1-4874,24,18,1-4874,224,22,14,44,14030.839999437332,62.63767856891666
1-9548,17,20,1-9548,16,1,1,5,1002.0045453906059,62.62528408691287
1-3733,24,18,1-3733,16,1,1,4,1001.8036363124847,62.612727269530296
1-8613,18,21,1-8613,37,1,2,15,2004.0136361718178,54.16253070734643
1-11533,6,5,1-11533,20,3,1,4,1003.8036363124847,50.190181815624236
1-7715,21,23,1-7715,20,0,1,1,1000.2009090781212,50.01004545390606
1-8916,24,18,1-8916,61,11,3,26,3016.223636031151,49.44628911526477
1-10042,14,16,1-10042,21,3,1,2,1003.4018181562424,47.78103895982107
1-6533,23,17,1-6533,21,0,1,1,1000.2009090781212,47.62861471800577
1-1636,16,19,1-1636,22,1,1,4,1001.8036363124847,45.53652892329476
1-7476,18,21,1-7476,22,0,1,6,1001.2054544687271,45.5093388394876
1-20068,16,19,1-20068,45,5,2,10,2007.0090907812119,44.60020201736026
1-9245,4,3,1-9245,23,0,1,4,1000.8036363124847,43.51320157880368
1-11522,8,10,1-11522,24,0,1,8,1001.6072726249695,41.733636359373726
1-8753,16,19,1-8753,258,56,10,28,10061.625454187393,38.99854827204416
MLG26,24,18,MLG26,155,18,6,32,6024.429090499878,38.86728445483792
1-3302,22,24,1-3302,52,2,2,1,2002.2009090781212,38.503863636117714
1-6029,10,11,1-6029,26,0,1,0,1000.0,38.46153846153846
MLG58,3,2,MLG58,66,6,2,0,2006.0,30.393939393939394
1-7429,18,21,1-7429,33,0,1,3,1000.6027272343636,30.321294764677685
1-3491,21,23,1-3491,33,0,1,0,1000.0,30.303030303030305
1-8126,3,2,1-8126,34,4,1,2,1004.4018181562424,29.541229945771835
1-9100,2,1,1-9100,142,10,4,17,4013.41545432806,28.26348911498634
1-19093,10,11,1-19093,36,6,1,8,1007.6072726249695,27.989090906249153
