Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG59,2,7,MLG59,71,12,1,28,1039.4007740020752,14.639447521155988
MLG45,21,23,MLG45,70,3,1,9,1011.8073916435242,14.454391309193202
1-8285,7,23,1-8285,72,6,1,2,1007.9571981430054,13.999405529763964
MLG38,7,3,MLG38,77,11,1,15,1025.6789860725403,13.320506312630393
1-18028,7,3,1-18028,309,83,1,50,1131.9299535751343,3.6632037332528617
MLG56,2,7,MLG56,511,74,1,66,1138.5875387191772,2.228155653070797
1-1580,13,15,1-1580,400,32,0,284,309.9221363067627,0.7748053407669068
1-8627,14,16,1-8627,25,5,0,13,17.721787929534912,0.7088715171813965
MLG48,18,10,MLG48,159,103,0,6,108.87159442901611,0.6847270089875227
1-1570,21,10,1-1570,142,18,0,72,88.45913314819336,0.6229516418886857
1-2382,7,3,1-2382,139,45,0,38,82.18676471710205,0.591271688612245
1-8573,22,17,1-8573,184,92,0,16,107.65758514404297,0.5850955714350161
1-1989,21,23,1-1989,46,20,0,7,26.8501935005188,0.5836998587069304
1-0008,10,18,1-0008,230,121,0,12,132.74318885803223,0.5771442993827488
1-6611,3,9,1-6611,89,36,0,15,50.67898607254028,0.5694268098038234
1-6858,9,21,1-6858,23,10,0,3,12.935797214508057,0.5624259658481764
1-3587,14,16,1-3587,46,17,0,9,25.80739164352417,0.5610302531200907
1-9496,1,4,1-9496,39,4,0,18,21.61478328704834,0.5542252124884189
1-8067,6,4,1-8067,322,50,0,131,178.1964783668518,0.5534052123194155
1-5002,3,9,1-5002,45,12,0,13,24.721787929534912,0.5493730651007758
MLG40,9,2,MLG40,51,16,0,12,27.743188858032227,0.5439840952555338
1-0129,18,10,1-0129,142,54,0,23,76.50777864456177,0.5387871735532519
1-8095,4,6,1-8095,46,7,0,18,24.61478328704834,0.5351039845010509
1-0296,10,12,1-0296,41,12,0,10,21.785990715026855,0.531365627195777
MLG13,4,6,MLG13,140,11,0,64,73.63034057617188,0.5259310041155134
1-8529,13,15,1-8529,56,2,0,28,29.400774002075195,0.5250138214656285
MLG44,8,2,MLG44,59,10,0,21,30.550580501556396,0.5178064491789219
1-8172,4,6,1-8172,40,4,0,17,20.636184215545654,0.5159046053886414
1-5515,3,9,1-5515,29,12,0,3,14.935797214508057,0.5150274901554502
MLG63,8,2,MLG63,380,92,0,105,194.75290250778198,0.5125076381783736
1-1462,4,6,1-1462,192,15,0,85,98.18092107772827,0.5113589639465014
1-5980,1,8,1-5980,29,4,0,11,14.764589786529541,0.5091237857423979
1-19567,9,21,1-19567,2,1,0,0,1.0,0.5
1-5981,5,11,1-5981,28,13,0,1,13.978599071502686,0.4992356811250959
1-9495,20,5,1-9495,18,8,0,1,8.978599071502686,0.498811059527927
1-6734,18,10,1-6734,44,15,0,7,21.8501935005188,0.4965953068299727
P-16616,3,9,P-16616,28,8,0,6,13.871594429016113,0.49541408675057547
1-3106,5,11,1-3106,34,7,0,10,16.785990715026855,0.4937056092654957
1-9752,4,6,1-9752,22,3,0,8,10.828792572021484,0.49221784418279474
1-2034,1,8,1-2034,16,2,0,6,7.871594429016113,0.4919746518135071
1-9643,7,3,1-9643,8,0,0,4,3.914396286010742,0.4892995357513428
1-3551,1,8,1-3551,6,0,0,3,2.9357972145080566,0.4892995357513428
1-6561,18,10,1-6561,65,8,0,24,31.486377716064453,0.4844058110163762
MLG60,14,16,MLG60,47,8,0,15,22.678986072540283,0.4825316185646869
1-6228,5,3,1-6228,48,22,0,1,22.978599071502686,0.4787208139896393
MLG49,10,12,MLG49,185,12,0,77,87.35212850570679,0.47217366759841506
1-1317,6,4,1-1317,414,128,0,68,194.54473686218262,0.46991482333860535
1-7682,7,3,1-7682,141,41,0,25,65.46497678756714,0.46429061551466055
MLG68,15,17,MLG68,642,59,0,240,293.86377716064453,0.4577317401256145
1-3596,7,3,1-3596,223,48,0,55,101.8229489326477,0.4566051521643395
1-5891,15,17,1-5891,96,8,0,36,43.22956657409668,0.4503079851468404
1-8418,4,6,1-8418,46,2,0,19,20.593382358551025,0.44768222518589185
1-10785,17,20,1-10785,279,38,0,88,124.11671829223633,0.444862789577908
1-19448,5,11,1-19448,45,9,0,11,19.76458978652954,0.43921310636732314
1-9237,18,10,1-9237,38,2,0,15,16.678986072540283,0.43892068611948115
1-9609,1,8,1-9609,25,5,0,6,10.871594429016113,0.4348637771606445
1-7744,18,10,1-7744,37,3,0,13,15.721787929534912,0.4249131872847274
1-0053,1,8,1-0053,142,21,0,40,60.14396286010742,0.4235490342261086
MLG32,10,12,MLG32,52,10,0,12,21.743188858032227,0.4181382472698505
1-17907,3,9,1-17907,119,38,0,12,49.74318885803223,0.4180099904036322
1-18709,1,8,1-18709,33,3,0,11,13.764589786529541,0.4171087814099861
1-9498,18,10,1-9498,64,12,0,15,26.678986072540283,0.4168591573834419
1-9938,6,4,1-9938,55,15,0,8,22.828792572021484,0.4150689558549361
1-5172,8,10,1-5172,120,24,0,26,49.443575859069824,0.4120297988255819
1-5425,5,11,1-5425,17,6,0,1,6.9785990715026855,0.4105058277354521
1-5043,18,10,1-5043,123,20,0,31,50.33657121658325,0.40924041639498576
1-5282,10,12,1-5282,17,4,0,3,6.935797214508057,0.4079880714416504
1-9227,4,6,1-9227,801,55,0,275,324.1147446632385,0.40463763378681467
1-0205,4,6,1-0205,34,1,0,13,13.721787929534912,0.40358199792749744
1-3589,20,5,1-3589,27,5,0,6,10.871594429016113,0.4026516455191153
1-7140,16,18,1-7140,397,30,0,132,159.1750774383545,0.400944779441699
1-8066,16,18,1-8066,86,3,0,32,34.31517028808594,0.3990136080009993
1-18735,1,8,1-18735,27,0,0,11,10.764589786529541,0.3986885106122052
1-0303,17,20,1-0303,212,30,0,55,83.8229489326477,0.39539126855022505
1-9971,14,16,1-9971,15,2,0,4,5.914396286010742,0.3942930857340495
1-7530,10,12,1-7530,25,3,0,7,9.850193500518799,0.39400774002075195
1-17790,4,6,1-17790,5,0,0,2,1.957198143005371,0.39143962860107423
1-5626,18,10,1-5626,125,19,0,30,48.357972145080566,0.3868637771606445
1-9963,18,10,1-9963,116,22,0,23,44.50777864456177,0.3836877469358773
1-7268,21,23,1-7268,70,16,0,11,26.76458978652954,0.38235128266470775
MLG52,1,8,MLG52,125,13,0,35,47.250967502593994,0.37800774002075194
1-8910,3,9,1-8910,137,37,0,15,51.67898607254028,0.3772188764418999
MLG41,8,2,MLG41,66,15,0,10,24.785990715026855,0.3755453138640433
1-8421,18,10,1-8421,109,13,0,28,40.400774002075195,0.37064930277133207
1-9270,18,10,1-9270,128,17,0,31,47.33657121658325,0.36981696262955666
1-9806,4,6,1-9806,8,1,0,2,2.957198143005371,0.3696497678756714
1-3083,5,11,1-3083,78,20,0,9,28.80739164352417,0.3693255338913355
1-1827,4,6,1-1827,24,1,0,8,8.828792572021484,0.36786635716756183
1-7005,20,5,1-7005,285,50,0,56,104.80154800415039,0.3677247298391242
1-6061,1,8,1-6061,40,0,0,15,14.678986072540283,0.3669746518135071
1-3265,9,21,1-3265,19,3,0,4,6.914396286010742,0.3639155940005654
1-3141,18,10,1-3141,136,19,0,31,49.33657121658325,0.3627689060042886
1-2282,7,3,1-2282,219,41,0,39,79.16536378860474,0.36148567940002163
1-9457,4,6,1-9457,11,2,0,2,3.957198143005371,0.359745285727761
1-4319,6,4,1-4319,163,32,0,27,58.42217493057251,0.3584182511078068
1-9650,4,6,1-9650,25,6,0,3,8.935797214508057,0.35743188858032227
1-9667,16,18,1-9667,14,5,0,0,5.0,0.35714285714285715
1-4747,17,20,1-4747,25,4,0,5,8.892995357513428,0.3557198143005371
1-2584,4,6,1-2584,36,2,0,11,12.764589786529541,0.3545719385147095
1-7874,18,10,1-7874,258,18,0,75,91.39493036270142,0.3542439161345016
1-3447,20,5,1-3447,110,34,0,5,38.89299535751343,0.3535726850683039
1-5913,8,2,1-5913,14,2,0,3,4.935797214508057,0.3525569438934326
1-9417,6,4,1-9417,76,14,0,13,26.721787929534912,0.3516024727570383
1-4390,20,5,1-4390,45,6,0,10,15.785990715026855,0.35079979366726344
1-19915,18,10,1-19915,62,9,0,13,21.721787929534912,0.350351418218305
MLG30,16,18,MLG30,208,18,0,56,72.80154800415039,0.35000744232764613
1-6914,21,23,1-6914,73,4,0,22,25.529179573059082,0.3497147886720422
1-9277,20,5,1-9277,48,5,0,12,16.743188858032227,0.34881643454233807
MLG33,8,2,MLG33,20,5,0,2,6.957198143005371,0.34785990715026854
1-2400,22,1,1-2400,49,14,0,3,16.935797214508057,0.34562851458179705
MLG50,11,13,MLG50,319,49,0,62,109.6731424331665,0.34380295433594515
1-18487,18,10,1-18487,23,3,0,5,7.892995357513428,0.34317371119623596
MLG39,11,13,MLG39,23,3,0,5,7.892995357513428,0.34317371119623596
1-9286,2,7,1-9286,81,18,0,10,27.785990715026855,0.343036922407739
1-8074,10,12,1-8074,145,25,0,25,49.46497678756714,0.34113777094873887
1-3139,20,5,1-3139,93,19,0,13,31.721787929534912,0.3410944938659668
1-8988,13,15,1-8988,29,4,0,6,9.871594429016113,0.34039980789710733
1-0027,9,21,1-0027,29,4,0,6,9.871594429016113,0.34039980789710733
1-8341,20,5,1-8341,197,38,0,29,66.37937307357788,0.3369511323531872
1-4649,20,5,1-4649,244,67,0,15,81.67898607254028,0.33474994292024707
MLG58,10,12,MLG58,71,10,0,14,23.700387001037598,0.33380826762024784
1-5355,18,10,1-5355,53,3,0,15,17.678986072540283,0.33356577495359024
1-3175,3,9,1-3175,6,2,0,0,2.0,0.3333333333333333
1-6543,14,16,1-6543,12,4,0,0,4.0,0.3333333333333333
1-9838,22,1,1-9838,3,1,0,0,1.0,0.3333333333333333
1-9645,2,7,1-9645,69,22,0,1,22.978599071502686,0.33302317494931427
1-10468,6,4,1-10468,549,115,0,68,181.54473686218262,0.33068258080543284
1-5775,10,12,1-5775,244,64,0,17,80.63618421554565,0.33047616481781006
1-7866,11,13,1-7866,318,90,0,15,104.67898607254028,0.32917920148597574
1-18935,7,3,1-18935,30,4,0,6,9.871594429016113,0.32905314763387045
1-9436,1,8,1-9436,21,2,0,5,6.892995357513428,0.3282378741673061
