Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG45,21,24,MLG45,70,3,1,6,1008.2460095882416,14.403514422689165
MLG59,2,8,MLG59,71,12,1,11,1021.6176842451096,14.38898146824098
1-8285,7,24,1-8285,72,6,1,5,1010.371674656868,14.032939925789833
MLG38,7,4,MLG38,77,11,1,15,1024.115023970604,13.30019511650135
1-18028,7,4,1-18028,309,83,1,28,1107.4813780784607,3.584082129703756
MLG56,2,8,MLG56,511,73,1,31,1100.1043828725815,2.1528461504355803
MLG48,18,2,MLG48,159,72,0,70,133.20344519615173,0.8377575169569291
1-1580,13,15,1-1580,400,29,0,301,292.17481434345245,0.7304370358586312
1-1204,13,15,1-1204,39,2,0,30,28.230047941207886,0.7238473831078945
MLG44,8,3,MLG44,59,14,0,27,37.6070431470871,0.637407510967578
1-2423,16,12,1-2423,79,14,0,40,48.97339725494385,0.6199164209486563
MLG07,22,21,MLG07,90,0,0,63,55.08310067653656,0.6120344519615173
MLG72,8,3,MLG72,9,2,0,4,5.497339725494385,0.6108155250549316
1-5531,11,19,1-5531,8,4,0,1,4.874334931373596,0.6092918664216995
1-0296,10,17,1-0296,41,2,0,26,24.7327082157135,0.6032367857491098
1-8573,22,13,1-8573,184,92,0,20,109.48669862747192,0.5950364055840865
1-6611,3,11,1-6611,89,33,0,20,50.486698627471924,0.5672662767131676
1-6878,22,21,1-6878,167,37,0,63,92.08310067653656,0.5513958124343507
1-3217,8,3,1-3217,5,1,0,2,2.7486698627471924,0.5497339725494385
MLG40,9,3,MLG40,51,13,0,17,27.863693833351135,0.5463469379088458
1-0008,10,12,1-0008,230,123,0,3,125.62300479412079,0.5461869773657425
1-3587,14,14,1-3587,46,17,0,9,24.869014382362366,0.5406307474426602
1-8186,13,15,1-8186,26,3,0,12,13.492019176483154,0.5189238144801214
1-5799,4,9,1-5799,7,1,0,3,3.6230047941207886,0.517572113445827
1-5981,5,10,1-5981,28,4,0,12,14.492019176483154,0.517572113445827
MLG63,8,3,MLG63,380,103,0,107,196.5538376569748,0.5172469412025652
1-8627,14,14,1-8627,25,5,0,9,12.869014382362366,0.5147605752944946
1-5891,15,13,1-5891,96,8,0,47,49.09374177455902,0.5113931434849898
MLG32,10,17,MLG32,52,9,0,20,26.486698627471924,0.5093595889898447
1-3447,20,22,1-3447,110,48,0,9,55.869014382362366,0.5079001307487487
MLG68,15,13,MLG68,642,59,0,295,316.9288047552109,0.49365857438506366
1-2382,7,4,1-2382,139,45,0,27,68.6070431470871,0.49357584997904386
1-18377,4,9,1-18377,14,4,0,3,6.623004794120789,0.47307177100862774
1-8529,13,15,1-8529,56,2,0,28,26.481378078460693,0.4728817514010838
1-2153,22,21,1-2153,13,0,0,7,6.120344519615173,0.47079573227809024
1-3639,22,21,1-3639,17,1,0,8,7.9946794509887695,0.4702752618228688
MLG60,14,14,MLG60,47,8,0,16,21.98935890197754,0.4678587000420753
1-7536,22,21,1-7536,17,0,0,9,7.869014382362366,0.4628831989624921
1-10762,11,19,1-10762,6,1,0,2,2.7486698627471924,0.45811164379119873
MLG09,19,23,MLG09,125,3,0,62,57.208765745162964,0.4576701259613037
1-8067,6,5,1-8067,322,27,0,137,146.78388559818268,0.45585057639187165
1-5002,3,11,1-5002,45,15,0,6,20.246009588241577,0.44991132418314617
1-2034,1,7,1-2034,16,1,0,7,7.120344519615173,0.44502153247594833
1-17907,3,11,1-17907,119,31,0,25,52.858373284339905,0.4441880107927723
1-5355,18,2,1-5355,53,20,0,4,23.497339725494385,0.44334603255649785
1-8988,13,15,1-8988,29,4,0,10,12.743349313735962,0.43942583840468835
1-19568,1,7,1-19568,2,0,0,1,0.8743349313735962,0.4371674656867981
1-9455,4,9,1-9455,2,0,0,1,0.8743349313735962,0.4371674656867981
1-21192,5,10,1-21192,4,0,0,2,1.7486698627471924,0.4371674656867981
1-6028,22,21,1-6028,2,0,0,1,0.8743349313735962,0.4371674656867981
1-9609,1,7,1-9609,25,3,0,9,10.869014382362366,0.43476057529449463
1-1989,21,24,1-1989,46,19,0,1,19.874334931373596,0.4320507593776869
1-0055,19,23,1-0055,18,6,0,2,7.748669862747192,0.4304816590415107
1-6035,19,23,1-6035,23,2,0,9,9.869014382362366,0.429087581841842
MLG64,8,3,MLG64,245,43,0,71,105.07778012752533,0.42888889847969525
1-9667,16,12,1-9667,14,6,0,0,6.0,0.42857142857142855
72-12171,4,9,72-12171,19,2,0,7,8.120344519615173,0.4273865536639565
1-7866,11,19,1-7866,318,43,0,106,135.6795027256012,0.4266651029106956
1-0003,12,16,1-0003,17,2,0,6,7.246009588241577,0.4262358581318575
1-5425,5,10,1-5425,17,2,0,6,7.246009588241577,0.4262358581318575
1-8418,4,9,1-8418,46,2,0,20,19.486698627471924,0.4236238832059114
1-6227,18,2,1-6227,52,22,0,0,22.0,0.4230769230769231
1-6561,18,2,1-6561,65,22,0,6,27.246009588241577,0.41916937828063966
1-7213,1,7,1-7213,23,0,0,11,9.617684245109558,0.4181601845699808
1-8066,16,12,1-8066,86,7,0,33,35.853052735328674,0.4168959620387055
1-8314,18,2,1-8314,36,1,0,16,14.989358901977539,0.4163710806104872
1-6061,1,7,1-6061,40,0,0,19,16.612363696098328,0.41530909240245817
1-3584,1,7,1-3584,26,2,0,10,10.743349313735962,0.41320574283599854
1-9995,16,12,1-9995,24,9,0,1,9.874334931373596,0.4114306221405665
1-9938,6,5,1-9938,55,6,0,19,22.612363696098328,0.41113388538360596
1-18615,11,19,1-18615,22,2,0,8,8.99467945098877,0.408849065954035
1-9831,6,5,1-9831,132,5,0,56,53.96275615692139,0.40880875876455597
1-8172,4,9,1-8172,40,3,0,15,16.115023970603943,0.4028755992650986
1-9379,19,23,1-9379,58,18,0,6,23.246009588241577,0.4007932687627858
1-1390,19,23,1-1390,98,27,0,14,39.24068903923035,0.40041519427786065
1-8074,10,17,1-8074,145,7,0,58,57.71142601966858,0.398009834618404
1-5515,3,11,1-5515,29,7,0,5,11.371674656867981,0.39212671230579244
1-1191,22,21,1-1191,53,5,0,18,20.73802876472473,0.39128356159857985
1-8488,22,21,1-8488,23,1,0,9,8.869014382362366,0.3856093209722768
MLG43,7,4,MLG43,14,1,0,5,5.371674656867981,0.3836910469191415
MLG13,4,9,MLG13,140,15,0,44,53.47073698043823,0.3819338355745588
1-9752,4,9,1-9752,22,3,0,6,8.246009588241577,0.3748186176473444
1-3083,5,10,1-3083,78,8,0,24,28.98403835296631,0.37159023529443985
1-9518,16,12,1-9518,22,2,0,7,8.120344519615173,0.369106569073417
1-9971,14,14,1-9971,15,2,0,4,5.497339725494385,0.366489315032959
1-2178,19,23,1-2178,12,0,0,5,4.371674656867981,0.3643062214056651
1-3139,20,22,1-3139,93,23,0,12,33.492019176483154,0.3601292384568081
1-9855,16,12,1-9855,8,2,0,1,2.874334931373596,0.3592918664216995
1-9227,4,9,1-9227,801,131,0,178,286.6316177845001,0.3578422194563048
1-3312,22,21,1-3312,36,5,0,9,12.869014382362366,0.35747262173228794
1-9645,2,8,1-9645,69,22,0,3,24.62300479412079,0.35685514194377954
1-1317,6,5,1-1317,414,84,0,72,146.95211505889893,0.35495679965917615
1-5990,1,7,1-5990,5,0,0,2,1.7486698627471924,0.3497339725494385
1-8634,6,5,1-8634,10,0,0,4,3.4973397254943848,0.3497339725494385
1-17790,4,9,1-17790,5,0,0,2,1.7486698627471924,0.3497339725494385
MLG75,9,18,MLG75,185,33,0,36,64.47605752944946,0.34851922988891604
1-3596,7,4,1-3596,223,48,0,33,76.85305273532867,0.3446325234768102
1-3509,16,12,1-3509,35,5,0,8,11.99467945098877,0.3427051271711077
MLG41,8,3,MLG41,66,13,0,11,22.617684245109558,0.342692185531963
1-8544,1,7,1-8544,54,1,0,20,18.486698627471924,0.3423462708791097
1-19448,5,10,1-19448,45,4,0,13,15.36635410785675,0.34147453573015
1-8578,4,9,1-8578,11,2,0,2,3.7486698627471924,0.34078816934065387
1-1957,12,16,1-1957,47,9,0,8,15.99467945098877,0.3403123287444419
1-2545,15,13,1-2545,145,30,0,22,49.235368490219116,0.339554265449787
1-3534,22,21,1-3534,279,51,0,50,94.71674656867981,0.33948654684114626
1-8188,10,17,1-8188,140,9,0,44,47.47073698043823,0.339076692717416
1-0053,1,7,1-0053,142,14,0,39,48.09906232357025,0.3387257910110581
1-9740,13,15,1-9740,34,1,0,12,11.492019176483154,0.3380005640142104
MLG58,10,17,MLG58,71,17,0,8,23.99467945098877,0.33795323170406716
1-9452,22,21,1-9452,16,1,0,5,5.371674656867981,0.3357296660542488
1-18613,17,1,1-18613,25,4,0,5,8.371674656867981,0.3348669862747192
1-9650,4,9,1-9650,25,4,0,5,8.371674656867981,0.3348669862747192
1-6181,16,12,1-6181,659,93,0,145,219.77856504917145,0.33350313361027534
1-8397,18,8,1-8397,51,17,0,0,17.0,0.3333333333333333
1-6543,14,14,1-6543,12,4,0,0,4.0,0.3333333333333333
1-7481,4,9,1-7481,33,4,0,8,10.99467945098877,0.33317210457541724
1-0278,10,17,1-0278,79,13,0,15,26.115023970603943,0.33056992367853094
1-2282,7,4,1-2282,219,40,0,37,72.35039246082306,0.3303670888622057
1-8124,8,3,1-8124,18,5,0,1,5.874334931373596,0.32635194063186646
1-7496,4,18,1-7496,246,70,0,10,78.74334931373596,0.3200949159094958
1-6693,1,7,1-6693,98,6,0,29,31.35571300983429,0.3199562552023907
1-4417,16,12,1-4417,151,27,0,24,47.98403835296631,0.31777508843024044
1-17835,22,21,1-17835,17,1,0,5,5.371674656867981,0.31598086216870475
1-7991,2,8,1-7991,46,11,0,4,14.497339725494385,0.31515955924987793
1-3551,1,7,1-3551,6,1,0,1,1.8743349313735962,0.3123891552289327
1-9055,22,21,1-9055,12,2,0,2,3.7486698627471924,0.3123891552289327
1-4634,1,7,1-4634,48,0,0,17,14.863693833351135,0.30966028819481534
1-7682,7,4,1-7682,141,41,0,3,43.62300479412079,0.3093830127242609
1-1462,4,9,1-1462,192,20,0,45,59.34507191181183,0.3090889162073533
1-11350,13,15,1-11350,100,9,0,25,30.858373284339905,0.3085837328433991
MLG55,11,19,MLG55,92,17,0,13,28.36635410785675,0.30832993595496466
1-18558,15,13,1-18558,307,74,0,23,94.10970342159271,0.30654626521691436
1-6098,1,7,1-6098,1327,84,0,368,405.7552547454834,0.305768843063665
1-1183,10,17,1-1183,45,5,0,10,13.743349313735962,0.3054077625274658
1-1005,1,7,1-1005,125,4,0,39,38.09906232357025,0.304792498588562
1-7496,9,18,1-7496,246,66,0,10,74.74334931373596,0.30383475330786974
1-7268,21,24,1-7268,70,16,0,6,21.246009588241577,0.3035144226891654
1-18994,11,19,1-18994,28,5,0,4,8.497339725494385,0.3034764187676566
1-6734,18,2,1-6734,44,8,0,6,13.246009588241577,0.30104567246003583
1-6927,19,23,1-6927,179,32,0,25,53.858373284339905,0.3008847669516196
1-9394,12,16,1-9394,117,15,0,23,35.10970342159271,0.30008293522728813
1-9761,3,11,1-9761,35,7,0,4,10.497339725494385,0.2999239921569824
1-9496,1,7,1-9496,39,2,0,11,11.617684245109558,0.2978893396181938
1-9674,6,5,1-9674,144,5,0,43,42.596402049064636,0.2958083475629489
1-8910,3,11,1-8910,137,37,0,4,40.497339725494385,0.2956010198941196
1-7467,13,15,1-7467,64,4,0,17,18.863693833351135,0.2947452161461115
1-3516,22,21,1-3516,156,31,0,17,45.863693833351135,0.2939980373932765
1-6858,9,18,1-6858,23,5,0,2,6.748669862747192,0.29342042881509534
1-9156,12,16,1-9156,268,27,0,59,78.58576095104218,0.29323045130985886
MLG30,16,12,MLG30,208,38,0,26,60.7327082157135,0.29198417411400723
1-18735,1,7,1-18735,27,0,0,9,7.869014382362366,0.29144497712453205
1-9076,9,18,1-9076,9,0,0,3,2.6230047941207886,0.29144497712453205
1-1827,4,9,1-1827,24,0,0,8,6.9946794509887695,0.29144497712453205
1-9549,11,19,1-9549,18,0,0,6,5.246009588241577,0.29144497712453205
1-3176,4,9,1-3176,3,0,0,1,0.8743349313735962,0.29144497712453205
1-4499,6,5,1-4499,12,0,0,4,3.4973397254943848,0.29144497712453205
1-5914,1,7,1-5914,3,0,0,1,0.8743349313735962,0.29144497712453205
MLG51,5,10,MLG51,248,11,0,70,72.20344519615173,0.29114292417803117
MLG52,1,7,MLG52,125,11,0,29,36.35571300983429,0.2908457040786743
1-1131,3,11,1-1131,138,19,0,24,39.98403835296631,0.2897394083548283
1-20578,15,13,1-20578,19,2,0,4,5.497339725494385,0.28933366976286234
MLG15,8,3,MLG15,105,26,0,5,30.37167465686798,0.2892540443511236
1-4494,9,18,1-4494,16,2,0,3,4.623004794120789,0.2889377996325493
MLG29,9,18,MLG29,164,29,0,21,47.36103355884552,0.2887867899929605
1-9286,2,8,1-9286,81,19,0,5,23.37167465686798,0.28853919329466643
MLG39,11,19,MLG39,23,4,0,3,6.623004794120789,0.28795673017916473
1-10038,14,14,1-10038,76,7,0,17,21.863693833351135,0.2876801820177781
1-5282,10,17,1-5282,17,4,0,1,4.874334931373596,0.28672558419844685
1-11206,2,8,1-11206,14,4,0,0,4.0,0.2857142857142857
1-20167,1,7,1-20167,56,1,0,17,15.863693833351135,0.2832802470241274
1-7005,20,22,1-7005,285,42,0,44,80.47073698043823,0.28235346308925696
1-1770,11,19,1-1770,35,2,0,9,9.869014382362366,0.2819718394960676
MLG14,19,23,MLG14,232,33,0,37,65.35039246082306,0.28168272612423734
MLG69,14,14,MLG69,576,59,0,118,162.17152190208435,0.28154778108000755
1-5980,1,7,1-5980,29,2,0,7,8.120344519615173,0.2800118799867301
1-9404,6,5,1-9404,100,6,0,25,27.858373284339905,0.27858373284339905
1-1570,21,2,1-1570,142,22,0,20,39.486698627471924,0.2780753424469854
1-2294,6,5,1-2294,75,5,0,18,20.73802876472473,0.27650705019632976
1-10060,19,23,1-10060,36,2,0,9,9.869014382362366,0.27413928839895463
1-9606,1,7,1-9606,16,0,0,5,4.371674656867981,0.2732296660542488
1-18709,1,7,1-18709,33,2,0,8,8.99467945098877,0.27256604396935663
1-3362,22,21,1-3362,117,10,0,25,31.858373284339905,0.2722937887550419
P-16616,3,11,P-16616,28,5,0,3,7.623004794120789,0.27225017121859957
MLG02,16,12,MLG02,320,31,0,64,86.95743560791016,0.27174198627471924
1-9553,19,23,1-9553,23,1,0,6,6.246009588241577,0.2715656342713729
1-6240,5,10,1-6240,698,68,0,139,189.53255546092987,0.271536612408209
MLG57,5,10,MLG57,629,57,0,130,170.6635410785675,0.2713251845446224
1-9417,6,5,1-9417,76,4,0,19,20.612363696098328,0.27121531179076747
1-19839,1,7,1-19839,13,0,0,4,3.4973397254943848,0.26902613273033726
1-8573,15,13,1-8573,184,32,0,20,49.486698627471924,0.2689494490623474
1-5775,10,17,1-5775,244,14,0,59,65.58576095104218,0.2687941022583696
1-3523,13,15,1-3523,543,91,0,62,145.20876574516296,0.2674194580942228
1-2584,4,9,1-2584,36,0,0,11,9.617684245109558,0.2671578956974877
MLG50,11,19,MLG50,319,30,0,63,85.08310067653656,0.2667181839389861
1-7140,16,12,1-7140,397,48,0,66,105.70610547065735,0.26626223040467845
MLG65,8,3,MLG65,201,36,0,20,53.486698627471924,0.266102978246129
1-7874,18,2,1-7874,258,48,0,23,68.10970342159271,0.2639910985333051
1-6532,11,19,1-6532,27,1,0,7,7.120344519615173,0.26371646368945084
1-4319,6,5,1-4319,163,15,0,32,42.97871780395508,0.2636731153616876
1-7521,15,13,1-7521,10,0,0,3,2.6230047941207886,0.26230047941207885
1-19547,3,11,1-19547,66,12,0,6,17.246009588241577,0.26130317557941785
