Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG45,21,22,MLG45,70,3,1,14,1005.7979866862297,14.368542666946139
MLG59,2,7,MLG59,71,16,1,11,1018.198418110609,14.340822790290268
1-8285,7,22,1-8285,72,6,1,17,1009.3975552618504,14.019410489747921
MLG38,7,2,MLG38,77,11,1,5,1011.9992809593678,13.142847804667113
1-18028,7,2,1-18028,309,82,1,61,1094.1912277042866,3.5410719343180794
MLG56,2,7,MLG56,511,55,1,31,1061.19554194808,2.0767036045950684
1-0008,10,11,1-0008,230,133,0,34,139.7951105237007,0.6078048283639161
1-8573,22,12,1-8573,184,92,0,40,99.99424767494202,0.5434469982333805
1-3587,14,13,1-3587,46,17,0,10,18.998561918735504,0.4130122156246849
1-1989,21,15,1-1989,46,8,0,55,18.992090553045273,0.41287153376185376
1-5355,18,20,1-5355,53,19,0,8,20.598849534988403,0.3886575383960076
1-9379,19,21,1-9379,58,21,0,3,21.59956857562065,0.37240635475208017
1-10785,17,10,1-10785,279,88,0,71,102.18978962302208,0.36627164739434437
1-1183,10,17,1-1183,45,7,0,43,15.593816250562668,0.34652925001250373
1-7140,16,11,1-7140,397,124,0,38,131.59453529119492,0.3314723810861333
1-5002,3,6,1-5002,45,13,0,9,14.798705726861954,0.328860127263599
MLG30,16,11,MLG30,208,63,0,12,65.3982743024826,0.31441478030039716
1-7866,11,16,1-7866,318,91,0,43,99.59381625056267,0.31318810141686376
1-0303,17,10,1-0303,212,55,0,57,66.39180293679237,0.3131688817773225
1-2382,7,2,1-2382,139,39,0,9,40.798705726861954,0.2935158685385752
1-9277,20,3,1-9277,48,9,0,21,13.196980029344559,0.2749370839446783
MLG63,8,19,MLG63,380,90,0,68,103.59022104740143,0.2726058448615827
1-8627,14,13,1-8627,25,5,0,9,6.798705726861954,0.27194822907447813
1-0003,12,15,1-0003,17,3,0,8,4.598849534988403,0.27052056088167076
1-7268,21,22,1-7268,70,16,0,14,18.797986686229706,0.26854266694613865
1-6734,18,20,1-6734,44,9,0,14,11.797986686229706,0.2681360610506751
1-9630,18,20,1-9630,33,7,0,9,8.798705726861954,0.26662744626854407
1-18558,15,12,1-18558,307,73,0,39,80.79439148306847,0.2631739136256302
MLG41,8,19,MLG41,66,16,0,6,17.199137151241302,0.2605929871400197
MLG32,10,17,MLG32,52,12,0,6,13.199137151241302,0.25382956060079426
MLG60,14,13,MLG60,47,8,0,19,11.797267645597458,0.25100569458718
1-18994,11,16,1-18994,28,6,0,5,6.999280959367752,0.24997431997741973
1-5775,10,15,1-5775,244,59,0,8,60.5988495349884,0.24835594071716557
1-8124,8,19,1-8124,18,4,0,2,4.399712383747101,0.24442846576372781
1-6927,19,21,1-6927,179,43,0,2,43.3997123837471,0.2424564937639503
1-3596,7,2,1-3596,223,50,0,20,53.99712383747101,0.24213956877789689
1-2545,15,12,1-2545,145,30,0,24,34.79654860496521,0.23997619727562214
1-3217,8,19,1-3217,5,1,0,1,1.1998561918735504,0.23997123837471007
1-4747,17,10,1-4747,25,5,0,5,5.999280959367752,0.23997123837471007
MLG39,11,16,MLG39,23,4,0,7,5.398993343114853,0.2347388410049936
1-5515,3,6,1-5515,29,5,0,9,6.798705726861954,0.23443812851248116
1-5531,11,16,1-5531,8,1,0,4,1.7994247674942017,0.2249280959367752
1-1317,6,1,1-1317,414,84,0,44,92.79367244243622,0.2241393054165126
1-4417,16,11,1-4417,151,32,0,8,33.5988495349884,0.222508937317804
1-7874,18,20,1-7874,258,51,0,32,57.39539813995361,0.2224627834881923
MLG14,19,21,MLG14,232,50,0,8,51.5988495349884,0.2224088342025362
1-3108,18,20,1-3108,18,2,0,10,3.998561918735504,0.22214232881863913
MLG58,10,17,MLG58,71,13,0,13,15.598130494356155,0.21969197879374866
1-1580,13,14,1-1580,400,30,0,287,87.35872706770897,0.21839681766927244
1-2282,7,2,1-2282,219,42,0,29,47.79582956433296,0.2182457970974108
1-8573,15,12,1-8573,184,32,0,40,39.99424767494202,0.2173600417116414
MLG10,2,7,MLG10,60,10,0,15,12.997842878103256,0.21663071463505426
1-4020,2,7,1-4020,37,8,0,0,8.0,0.21621621621621623
1-6611,3,6,1-6611,89,15,0,21,19.19698002934456,0.21569640482409616
MLG40,9,19,MLG40,51,9,0,10,10.998561918735504,0.21565807683795107
1-7496,9,18,1-7496,246,36,0,84,52.787920117378235,0.2145850411275538
MLG50,11,16,MLG50,319,50,0,88,67.58734488487244,0.21187255449803272
1-0292,19,21,1-0292,99,15,0,29,20.795829564332962,0.21005888448821175
1-9995,16,11,1-9995,24,5,0,0,5.0,0.20833333333333334
1-9110,20,3,1-9110,29,5,0,5,5.999280959367752,0.20687175721957765
MLG48,18,20,MLG48,159,30,0,14,32.797986686229706,0.20627664582534405
1-3523,13,14,1-3523,543,97,0,64,109.79079627990723,0.20219299499062104
MLG64,8,19,MLG64,245,42,0,37,49.394679099321365,0.2016109350992709
1-5424,20,3,1-5424,5,1,0,0,1.0,0.2
1-1957,12,15,1-1957,47,8,0,7,9.398993343114853,0.19997858176840114
1-6858,9,18,1-6858,23,3,0,8,4.598849534988403,0.1999499797821045
1-9491,21,22,1-9491,80,9,0,35,15.994966715574265,0.1999370839446783
1-4929,1,8,1-4929,10,1,0,5,1.999280959367752,0.1999280959367752
1-9237,18,20,1-9237,38,3,0,23,7.5966924130916595,0.1999129582392542
1-7527,1,8,1-7527,1,0,0,1,0.19985619187355042,0.19985619187355042
1-7496,4,18,1-7496,246,32,0,84,48.787920117378235,0.19832487852592778
1-5172,8,20,1-5172,120,17,0,32,23.395398139953613,0.19496165116628011
MLG44,8,19,MLG44,59,11,0,2,11.3997123837471,0.1932154641313068
1-1608,2,7,1-1608,307,51,0,38,58.594535291194916,0.1908616784729476
1-9270,18,20,1-9270,128,15,0,46,24.19338482618332,0.18901081895455718
1-6296,16,11,1-6296,254,45,0,13,47.598130494356155,0.18739421454470928
