Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,14,2,1-9491,80,24,1,3,1024.920071363449,12.811500892043114
302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,20,16,MLG51,248,63,1,28,1071.587332725525,4.320916664215826
282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,14,2,1-1608,307,31,1,176,1084.9775199890137,3.5341287296059076
299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,20,16,MLG54,595,61,1,105,1093.2024977207184,1.8373151222196948
497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,16,9,1-8493,38,25,0,15,29.600356817245483,0.7789567583485654
561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,6,5,1-9455,2,1,0,1,1.3066904544830322,0.6533452272415161
543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,5,4,1-5803,15,9,0,2,9.613380908966064,0.6408920605977376
466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,7,10,1-5981,28,17,0,3,17.920071363449097,0.6400025486946106
434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,7,10,MLG59,71,37,0,24,44.36057090759277,0.6247967733463771
342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,20,16,MLG65,201,97,0,53,113.25459408760071,0.563455691978113
393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,7,10,1-7819,59,32,0,4,33.22676181793213,0.5631654545412226
333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,13,6,1-11329,14,6,0,6,7.840142726898193,0.5600101947784424
437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,19,17,1-6980,128,68,0,8,70.45352363586426,0.5504181534051895
533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,9,11,1-7530,25,10,0,11,13.373594999313354,0.5349437999725342
427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,17,8,1-9379,58,27,0,12,30.680285453796387,0.5289704388585584
536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,7,10,1-9971,15,7,0,3,7.920071363449097,0.5280047575632731
541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,5,4,1-5424,5,2,0,2,2.6133809089660645,0.5226761817932128
346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,17,8,MLG32,52,21,0,16,25.907047271728516,0.4982124475332407
233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,3,22,MLG07,90,0,0,146,44.776806354522705,0.49752007060580783
422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,11,18,1-6878,167,70,0,33,80.12078499794006,0.4797651796283836
436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,7,10,1-5161,12,5,0,2,5.6133809089660645,0.4677817424138387
256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,15,3,1-9277,48,20,0,7,22.146833181381226,0.4613923579454422
266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,20,16,1-2103,26,10,0,4,11.226761817932129,0.43179853145892805
520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,6,5,1-2034,16,4,0,9,6.76021409034729,0.4225133806467056
472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,13,6,1-9518,22,8,0,4,9.226761817932129,0.4193982644514604
458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,10,12,1-7182,22,9,0,0,9.0,0.4090909090909091
519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,12,13,1-4926,4,1,0,2,1.6133809089660645,0.4033452272415161
500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,11,18,1-0292,99,24,0,51,39.641213178634644,0.4004162947336833
143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,6,5,1-8928,39,11,0,15,15.600356817245483,0.4000091491601406
535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-5990,17,8,1-5990,5,2,0,0,2.0,0.4
537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,14,2,1-4494,16,6,0,1,6.306690454483032,0.3941681534051895
392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,13,6,1-9609,25,8,0,6,9.840142726898193,0.39360570907592773
510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,8,7,1-3206,45,10,0,25,17.667261362075806,0.392605808046129
251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,14,2,1-7268,70,25,0,8,27.453523635864258,0.3921931947980608
168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,9,11,1-9655,27,9,0,5,10.533452272415161,0.3901278619413023
552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,9,11,MLG46,17,5,0,5,6.533452272415161,0.3843207219067742
526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,12,13,1-5002,45,12,0,17,17.213737726211548,0.3825275050269233
485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,12,13,1-5980,29,8,0,10,11.066904544830322,0.3816173980975973
431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,10,12,1-7614,72,26,0,4,27.22676181793213,0.37814946969350177
356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,20,16,1-9761,35,12,0,4,13.226761817932129,0.3779074805123465
527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,18,1,1-5531,8,3,0,0,3.0,0.375
17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,16,9,1-18603,19,7,0,0,7.0,0.3684210526315789
268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,9,11,MLG44,59,18,0,12,21.680285453796387,0.36746246531858284
244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,19,17,MLG57,629,210,0,66,230.24156999588013,0.3660438314719875
320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,9,11,MLG13,140,37,0,46,51.10776090621948,0.3650554350444249
141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,17,8,MLG45,70,22,0,8,24.453523635864258,0.349336051940918
378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,17,8,1-6561,65,15,0,25,22.667261362075806,0.3487270978780893
394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,5,4,1-2423,79,24,0,11,27.373594999313354,0.34650120252295386
128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,5,4,1-19286,40,11,0,9,13.76021409034729,0.34400535225868223
397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,9,11,1-9808,74,14,0,36,25.04085636138916,0.33838995082958323
559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,18,1,1-5914,3,1,0,0,1.0,0.3333333333333333
449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,15,3,1-1935,12,4,0,0,4.0,0.3333333333333333
150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,9,11,1-7005,285,68,0,79,92.22854590415955,0.323608932997051
435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,6,5,1-9610,49,14,0,6,15.840142726898193,0.32326821891628965
277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,15,3,1-4051,5,1,0,2,1.6133809089660645,0.3226761817932129
521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,10,12,1-19549,29,9,0,1,9.306690454483032,0.3209203604994149
499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,14,2,1-8627,25,7,0,3,7.920071363449097,0.31680285453796386
161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,17,8,MLG41,66,18,0,9,20.76021409034729,0.3145486983385953
176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,14,2,1-8042,52,16,0,1,16.306690454483032,0.3135902010477506
414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,14,2,1-8285,72,21,0,5,22.53345227241516,0.312964614894655
331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,5,4,MLG75,185,43,0,48,57.72114181518555,0.31200617197397595
149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,13,6,MLG58,71,20,0,7,22.146833181381226,0.31192722790677785
362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,15,3,1-1462,192,32,0,90,59.6021409034729,0.31042781720558804
322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,10,12,1-0296,41,12,0,2,12.613380908966064,0.3076434368040504
457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,1,20,1-8503,16,0,0,16,4.907047271728516,0.3066904544830322
290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,15,3,1-8341,197,47,0,43,60.187689542770386,0.30552126671457047
13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,6,5,1-9805,26,7,0,3,7.920071363449097,0.3046181293634268
560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,12,13,1-0027,29,6,0,9,8.76021409034729,0.30207634794301
332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,17,8,MLG78,80,21,0,9,23.76021409034729,0.2970026761293411
48,48,48,48,48,48,48,48,48,48,48,48,48,48,1-0405,20,16,1-0405,64,7,0,39,18.960927724838257,0.29626449570059776
388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,19,17,MLG49,185,39,0,51,54.641213178634644,0.2953579090737008
114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,6,5,1-7496,246,58,0,46,72.10776090621948,0.2931209792935751
336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,6,5,1-1827,24,7,0,0,7.0,0.2916666666666667
554,554,554,554,554,554,554,554,554,554,554,554,554,554,1-10444,11,18,1-10444,8,2,0,1,2.3066904544830322,0.28833630681037903
327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,17,8,P-16616,28,5,0,10,8.066904544830322,0.2881037337439401
234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,12,13,MLG29,164,34,0,43,47.187689542770386,0.2877298142851853
382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,10,12,1-18558,307,83,0,14,87.29366636276245,0.2843441901067181
398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,7,10,1-0303,212,44,0,51,59.641213178634644,0.2813264772577106
55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,8,7,1-8095,46,12,0,3,12.920071363449097,0.2808711165967195
429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,12,13,1-6693,98,18,0,31,27.507404088974,0.2806877968262653
498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,9,11,1-19915,62,14,0,11,17.373594999313354,0.28021927418247344
390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,17,8,MLG64,245,57,0,37,68.34754681587219,0.27896957884029466
186,186,186,186,186,186,186,186,186,186,186,186,186,186,72-11994,14,2,72-11994,8,1,0,4,2.226761817932129,0.2783452272415161
94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,10,12,1-3083,78,18,0,12,21.680285453796387,0.2779523776127742
402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,13,6,1-5744,18,5,0,0,5.0,0.2777777777777778
87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,17,8,MLG35,49,12,0,5,13.533452272415161,0.27619290351867676
103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,5,4,1-8820,83,18,0,16,22.907047271728516,0.27598852134612667
326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,19,17,1-8826,123,28,0,19,33.82711863517761,0.27501722467624073
488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,10,12,1-11350,100,26,0,4,27.22676181793213,0.27226761817932127
353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,13,6,MLG50,319,58,0,94,86.82890272140503,0.27219091762195935
305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,10,12,1-7866,318,84,0,8,86.45352363586426,0.271866426527875
214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,12,13,1-0053,142,26,0,40,38.26761817932129,0.2694902688684598
238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,1,20,1-9855,8,0,0,7,2.1468331813812256,0.2683541476726532
539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,20,16,1-9436,21,5,0,2,5.6133809089660645,0.2673038528079078
44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,9,11,1-5214,40,7,0,12,10.680285453796387,0.2670071363449097
318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,14,2,1-2324,25,6,0,2,6.6133809089660645,0.26453523635864257
73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,17,8,1-5355,53,10,0,13,13.986975908279419,0.2639052058165928
123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,19,17,MLG55,92,19,0,17,24.213737726211548,0.2631928013718646
478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,8,7,1-9394,117,24,0,22,30.74718999862671,0.2627964957147582
92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,6,5,1-7807,239,47,0,51,62.641213178634644,0.26209712627043785
131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,14,2,1-9283,235,59,0,8,61.45352363586426,0.2615043558972947
455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,15,3,1-17790,5,1,0,1,1.3066904544830322,0.2613380908966064
404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,19,17,1-4682,16,2,0,7,4.146833181381226,0.2591770738363266
30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,17,8,1-8418,46,11,0,3,11.920071363449097,0.2591319861619369
386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,5,4,MLG68,642,67,0,322,165.75432634353638,0.25818430894631833
223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,15,3,1-0205,34,6,0,9,8.76021409034729,0.2576533555984497
153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,14,2,1-1350,195,41,0,29,49.894023180007935,0.25586678553850223
441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,15,3,1-19166,45,9,0,8,11.453523635864258,0.25452274746365017
39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,17,8,1-7467,64,15,0,4,16.22676181793213,0.2535431534051895
138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,10,12,1-5515,29,7,0,1,7.306690454483032,0.2519548432580356
345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,20,16,1-1131,138,32,0,9,34.76021409034729,0.25188560935034265
557,557,557,557,557,557,557,557,557,557,557,557,557,557,1-9806,16,9,1-9806,8,2,0,0,2.0,0.25
495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,2,24,MLG08,107,0,0,87,26.682069540023804,0.24936513588807294
260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,16,9,1-0129,142,25,0,33,35.12078499794006,0.24732947181647932
384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,16,9,1-9270,128,20,0,38,31.654237270355225,0.2472987286746502
240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,17,8,MLG33,20,4,0,3,4.920071363449097,0.24600356817245483
232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,8,7,1-18371,120,8,0,70,29.468331813812256,0.2455694317817688
416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,17,8,1-18203,29,4,0,10,7.066904544830322,0.2436863636148387
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,18,1,1-8222,12,2,0,3,2.9200713634490967,0.24333928028742471
25,25,25,25,25,25,25,25,25,25,25,25,25,25,1-9607,4,15,1-9607,19,4,0,2,4.6133809089660645,0.2428095215245297
311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,20,16,1-20578,19,4,0,2,4.6133809089660645,0.2428095215245297
159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,1,20,1-10696,24,0,0,19,5.827118635177612,0.24279660979906717
76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-8541,15,3,1-8541,232,52,0,14,56.29366636276245,0.24264511363259678
298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,11,18,1-7019,107,12,0,45,25.80107045173645,0.24113149954893878
224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,15,3,1-9227,801,125,0,220,192.4718999862671,0.24028951309146954
419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,8,7,1-6692,71,9,0,26,16.973951816558838,0.2390697438951949
91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,15,3,72-12171,19,3,0,5,4.533452272415161,0.23860275117974533
339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,10,12,1-3523,543,109,0,62,128.014808177948,0.2357547111932744
403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,13,6,1-1770,35,7,0,4,8.226761817932129,0.2350503376552037
375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,13,6,MLG14,232,47,0,24,54.36057090759277,0.23431280563617574
330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,15,3,1-4531,94,13,0,29,21.894023180007935,0.23291514021285037
184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,8,7,1-8074,145,23,0,35,33.73416590690613,0.23264942004762848
349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,15,3,1-3052,166,22,0,54,38.56128454208374,0.23229689483182975
542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,8,7,1-1191,53,8,0,14,12.293666362762451,0.23195596910872548
493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,13,6,1-1836,20,4,0,2,4.6133809089660645,0.23066904544830322
197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,16,9,1-8646,20,4,0,2,4.6133809089660645,0.23066904544830322
357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,10,12,1-4760,40,8,0,4,9.226761817932129,0.23066904544830322
65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,6,5,1-8659,91,17,0,13,20.98697590827942,0.23062610888219143
255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,1,20,1-9946,12,0,0,9,2.76021409034729,0.23001784086227417
14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,12,13,1-6098,1327,180,0,406,304.5163245201111,0.22947726037687347
140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,13,6,1-2294,75,14,0,10,17.066904544830322,0.2275587272644043
258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,15,3,1-9516,76,16,0,4,17.22676181793213,0.2266679186570017
8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,13,6,1-8181,30,4,0,9,6.76021409034729,0.225340469678243
469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,1,20,1-8578,11,0,0,8,2.453523635864258,0.22304760326038708
170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,16,9,1-5043,123,20,0,24,27.360570907592773,0.2224436659153884
51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,7,10,1-9925,93,16,0,15,20.600356817245483,0.22150921308866112
558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,3,22,1-0055,18,0,0,13,3.986975908279419,0.22149866157107884
