Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG59,2,2,MLG59,71,16,1,11,1025.7703965306282,14.44747037367082
MLG38,7,15,MLG38,77,6,1,14,1018.4350501298904,13.226429222466109
1-18028,7,15,1-18028,309,4,1,137,1125.6858476996422,3.6429962708726285
MLG56,2,2,MLG56,511,57,1,31,1084.5347538590431,2.1223772091175013
1-1580,13,8,1-1580,400,43,0,284,295.2538740634918,0.7381346851587296
1-0008,10,11,1-0008,230,122,0,42,159.30515038967133,0.6926310886507449
1-8627,14,9,1-8627,25,5,0,13,16.546832263469696,0.6618732905387879
1-1989,21,23,1-1989,46,26,0,4,29.552871465682983,0.6424537275148474
1-9379,19,22,1-9379,58,17,0,22,36.54079306125641,0.6300136734699381
1-3587,14,9,1-3587,46,18,0,10,26.88217866420746,0.5843951883523361
1-5002,3,3,1-5002,45,13,0,14,25.435050129890442,0.5652233362197876
1-6878,22,18,1-6878,167,31,0,68,91.39881491661072,0.5472982929138366
1-9938,6,13,1-9938,55,5,0,28,29.870100259780884,0.543092731996016
MLG44,8,14,MLG44,59,25,0,7,31.21752506494522,0.5291105943211054
1-7682,7,15,1-7682,141,45,0,32,73.42297172546387,0.5207302959252756
1-7268,21,23,1-7268,70,27,0,10,35.88217866420746,0.5126025523458209
1-8573,22,10,1-8573,184,92,0,2,93.77643573284149,0.5096545420263124
1-10539,21,23,1-10539,63,9,0,26,32.09366452693939,0.5094232464593554
1-6927,19,22,1-6927,179,40,0,57,90.62841838598251,0.5063040133295112
1-1390,19,22,1-1390,98,33,0,18,48.987921595573425,0.49987675097523904
MLG40,9,14,MLG40,51,21,0,4,24.552871465682983,0.4814288522682938
1-0303,17,20,1-0303,212,29,0,80,100.05742931365967,0.4719690061965079
1-8066,16,11,1-8066,86,3,0,41,39.41693252325058,0.45833642468896024
MLG60,14,9,MLG60,47,8,0,15,21.323267996311188,0.453686553113004
1-0296,10,5,1-0296,41,12,0,7,18.21752506494522,0.4443298796328103
1-8067,6,13,1-8067,322,78,0,73,142.83990424871445,0.44360218710780885
1-2382,7,15,1-2382,139,28,0,37,60.864061057567596,0.4378709428601985
