Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-18202,8,10,1-18202,23,22,0,0,22.0,0.9565217391304348
1-7213,1,5,1-7213,23,21,0,5,21.223459899425507,0.9227591260619785
1-13247,1,5,1-13247,29,22,0,22,22.98322355747223,0.7925249502576631
1-8767,21,11,1-8767,48,33,0,1,33.0446919798851,0.6884310829142729
1-2701,19,6,1-2701,61,41,0,2,41.0893839597702,0.6735964583568885
1-8566,5,19,1-8566,5,3,0,2,3.0893839597702026,0.6178767919540405
1-8314,17,4,1-8314,36,22,0,1,22.0446919798851,0.6123525549968084
1-9995,1,5,1-9995,24,13,0,4,13.178767919540405,0.5491153299808502
1-0405,18,12,1-0405,64,34,0,3,34.134075939655304,0.5333449365571141
1-6028,20,15,1-6028,2,1,0,1,1.0446919798851013,0.5223459899425507
MLG10,6,20,MLG10,60,31,0,2,31.089383959770203,0.5181563993295034
1-18377,1,5,1-18377,14,7,0,4,7.178767919540405,0.5127691371100289
1-9495,22,16,1-9495,18,9,0,0,9.0,0.5
1-19222,17,4,1-19222,15,7,0,2,7.089383959770203,0.4726255973180135
1-3108,20,15,1-3108,18,8,0,7,8.31284385919571,0.4618246588442061
1-9697,19,6,1-9697,20,9,0,4,9.178767919540405,0.45893839597702024
1-3584,1,5,1-3584,26,11,0,11,11.491611778736115,0.4419850684129275
1-5161,1,5,1-5161,12,5,0,0,5.0,0.4166666666666667
1-5803,1,5,1-5803,15,6,0,3,6.134075939655304,0.40893839597702025
1-9902,10,13,1-9902,30,12,0,4,12.178767919540405,0.40595893065134686
1-8267,13,14,1-8267,133,52,0,44,53.96644711494446,0.4057627602627403
MLG58,20,15,MLG58,71,28,0,11,28.491611778736115,0.40129030674276217
1-9836,15,17,1-9836,5,2,0,0,2.0,0.4
MLG31,23,9,MLG31,33,13,0,4,13.178767919540405,0.3993566036224365
1-10060,4,23,1-10060,36,14,0,2,14.089383959770203,0.3913717766602834
1-5531,3,18,1-5531,8,3,0,2,3.0893839597702026,0.38617299497127533
1-1177,19,6,1-1177,17,6,0,7,6.312843859195709,0.371343756423277
1-18615,15,17,1-18615,22,8,0,1,8.044691979885101,0.3656678172675046
1-20167,20,15,1-20167,56,20,0,1,20.0446919798851,0.35794092821223394
1-3639,9,2,1-3639,17,6,0,1,6.044691979885101,0.35557011646382947
1-7042,13,14,1-7042,117,40,0,18,40.804455637931824,0.3487560310934344
1-9034,8,10,1-9034,3,1,0,1,1.0446919798851013,0.34823065996170044
MLG67,20,15,MLG67,27,9,0,6,9.268151879310608,0.3432648844189114
1-7122,9,2,1-7122,197,62,0,110,66.91611778736115,0.3396757248089398
1-9076,14,7,1-9076,9,3,0,0,3.0,0.3333333333333333
1-9946,9,2,1-9946,12,4,0,0,4.0,0.3333333333333333
1-5914,4,23,1-5914,3,1,0,0,1.0,0.3333333333333333
1-9838,16,8,1-9838,3,1,0,0,1.0,0.3333333333333333
1-7599,15,17,1-7599,3,1,0,0,1.0,0.3333333333333333
1-18994,21,11,1-18994,28,9,0,5,9.223459899425507,0.3294092821223395
1-6594,23,9,1-6594,70,23,0,0,23.0,0.32857142857142857
1-4494,19,6,1-4494,16,5,0,5,5.223459899425507,0.32646624371409416
1-0358,16,8,1-0358,22,7,0,4,7.178767919540405,0.3263076327063821
1-5002,15,17,1-5002,45,14,0,12,14.536303758621216,0.3230289724138048
MLG60,1,5,MLG60,47,15,0,4,15.178767919540405,0.3229525089263916
1-3265,1,5,1-3265,19,6,0,2,6.089383959770203,0.32049389261948436
1-5508,9,2,1-5508,38,12,0,2,12.089383959770203,0.31814168315184743
1-9630,13,14,1-9630,33,10,0,8,10.35753583908081,0.3138647223963882
1-8488,23,9,1-8488,23,7,0,4,7.178767919540405,0.3121203443278437
1-9645,23,9,1-9645,69,21,0,4,21.178767919540405,0.3069386655005856
1-4649,15,17,1-4649,244,71,0,53,73.36867493391037,0.3006912907127474
1-6561,18,12,1-6561,65,19,0,12,19.536303758621216,0.30055851936340333
1-8450,20,15,1-8450,52,15,0,6,15.268151879310608,0.29361830537135786
1-9761,1,5,1-9761,35,10,0,6,10.268151879310608,0.29337576798030307
1-9436,15,17,1-9436,21,6,0,3,6.134075939655304,0.2920988542693002
1-4700,21,11,1-4700,31,9,0,1,9.044691979885101,0.29176425741564843
MLG42,9,2,MLG42,14,4,0,1,4.044691979885101,0.2889065699917929
1-8188,20,15,1-8188,140,39,0,13,39.58099573850632,0.282721398132188
1-6647,17,4,1-6647,62,17,0,6,17.268151879310608,0.2785185786985582
1-9270,18,12,1-9270,128,33,0,44,34.96644711494446,0.2731753680855036
1-9651,17,4,1-9651,38,10,0,8,10.35753583908081,0.27256673260738973
1-4926,19,6,1-4926,4,1,0,2,1.0893839597702026,0.27234598994255066
MLG15,11,21,MLG15,105,28,0,11,28.491611778736115,0.2713486836070106
1-20578,1,5,1-20578,19,5,0,3,5.134075939655304,0.27021452313975286
1-0303,20,15,1-0303,212,55,0,43,56.92175513505936,0.2684988449766951
1-4682,10,13,1-4682,16,4,0,5,4.223459899425507,0.26396624371409416
1-8023,15,17,1-8023,16,4,0,5,4.223459899425507,0.26396624371409416
1-11350,23,9,1-11350,100,26,0,7,26.31284385919571,0.2631284385919571
1-6035,5,19,1-6035,23,6,0,1,6.044691979885101,0.2628126947776131
1-6980,18,12,1-6980,128,28,0,126,33.631189465522766,0.2627436676993966
1-5929,1,5,1-5929,4,1,0,1,1.0446919798851013,0.26117299497127533
1-0272,13,14,1-0272,111,28,0,16,28.71507167816162,0.2586943394428975
1-3516,13,14,1-3516,156,37,0,69,40.08374661207199,0.25694709366712815
1-9452,5,19,1-9452,16,4,0,2,4.089383959770203,0.25558649748563766
1-8590,3,18,1-8590,24,6,0,3,6.134075939655304,0.25558649748563766
1-3089,8,10,1-3089,16,4,0,2,4.089383959770203,0.25558649748563766
1-9606,21,11,1-9606,16,4,0,1,4.044691979885101,0.25279324874281883
1-5355,21,11,1-5355,53,13,0,8,13.35753583908081,0.25202897809586433
1-4020,21,11,1-4020,37,9,0,7,9.31284385919571,0.2516984826809651
1-2297,18,12,1-2297,25,6,0,6,6.268151879310608,0.2507260751724243
1-10444,7,1,1-10444,8,2,0,0,2.0,0.25
1-9733,9,2,1-9733,4,1,0,0,1.0,0.25
1-4910,17,4,1-4910,4,1,0,0,1.0,0.25
1-21192,9,2,1-21192,4,1,0,0,1.0,0.25
1-8532,4,23,1-8532,4,1,0,0,1.0,0.25
1-6974,20,15,1-6974,207,49,0,58,51.59213483333588,0.24923736634461777
1-8622,1,5,1-8622,54,13,0,9,13.402227818965912,0.2481894040549243
1-4052,15,17,1-4052,13,3,0,5,3.2234598994255066,0.24795845380196205
1-7496,13,14,1-7496,246,56,0,106,60.73734986782074,0.24689979621065342
1-0027,5,19,1-0027,29,7,0,3,7.134075939655304,0.2460026186088036
1-1942,8,10,1-1942,34,8,0,8,8.35753583908081,0.24580987762002385
1-2282,15,17,1-2282,219,51,0,54,53.41336691379547,0.24389665257440854
1-8678,13,14,1-8678,17,4,0,3,4.134075939655304,0.24318093762678258
1-0003,19,6,1-0003,17,4,0,3,4.134075939655304,0.24318093762678258
1-2382,13,14,1-2382,139,32,0,37,33.65360325574875,0.2421122536384802
1-9498,18,12,1-9498,64,15,0,11,15.491611778736115,0.2420564340427518
1-5413,5,19,1-5413,39,9,0,7,9.31284385919571,0.23879086818450537
1-7842,14,7,1-7842,21,5,0,0,5.0,0.23809523809523808
1-6734,20,15,1-6734,44,10,0,8,10.35753583908081,0.23539854179729114
MLG59,3,18,MLG59,71,16,0,14,16.62568771839142,0.23416461575199182
1-8938,1,5,1-8938,30,7,0,0,7.0,0.23333333333333334
1-6538,6,20,1-6538,44,10,0,5,10.223459899425507,0.23235136135057968
1-1317,22,16,1-1317,414,92,0,80,95.5753583908081,0.23085835360098575
1-9887,1,5,1-9887,36,8,0,6,8.268151879310608,0.22967088553640577
1-0292,7,1,1-0292,99,21,0,29,22.29606741666794,0.22521280218856504
1-1191,13,14,1-1191,53,11,0,19,11.849147617816925,0.22356882297767783
1-4640,6,20,1-4640,87,19,0,9,19.402227818965912,0.22301411286167716
1-6227,1,5,1-6227,52,11,0,13,11.580995738506317,0.22271145650973687
MLG14,23,9,MLG14,232,50,0,33,51.47483533620834,0.22187429024227734
1-7024,20,15,1-7024,498,107,0,65,109.90497869253159,0.2206927282982562
1-9588,16,8,1-9588,14,3,0,2,3.0893839597702026,0.22067028284072876
1-9404,6,20,1-9404,100,21,0,18,21.804455637931824,0.21804455637931824
1-5555,22,16,1-5555,10,2,0,4,2.1787679195404053,0.21787679195404053
1-8400,3,18,1-8400,33,7,0,4,7.178767919540405,0.2175384218042547
1-8397,19,6,1-8397,51,11,0,2,11.089383959770203,0.21743890117196477
MLG44,10,13,MLG44,59,12,0,16,12.715071678161621,0.21550968946036647
1-3206,16,8,1-3206,45,9,0,15,9.67037969827652,0.2148973266283671
1-5913,4,23,1-5913,14,3,0,0,3.0,0.21428571428571427
1-6743,18,12,1-6743,58,12,0,9,12.402227818965912,0.21383151412010193
1-9496,17,4,1-9496,39,8,0,7,8.31284385919571,0.2131498425434797
1-3534,13,14,1-3534,279,54,0,107,58.78204184770584,0.21068832203478796
MLG49,17,4,MLG49,185,38,0,18,38.804455637931824,0.20975381425909093
1-4747,21,11,1-4747,25,5,0,5,5.223459899425507,0.20893839597702027
1-8379,1,5,1-8379,5,1,0,1,1.0446919798851013,0.20893839597702027
1-5990,3,18,1-5990,5,1,0,1,1.0446919798851013,0.20893839597702027
1-17790,3,18,1-17790,5,1,0,1,1.0446919798851013,0.20893839597702027
1-6098,10,13,1-6098,1327,267,0,217,276.698159635067,0.20851406151851318
1-9417,22,16,1-9417,76,15,0,17,15.759763658046722,0.20736531129008845
1-6927,22,16,1-6927,179,35,0,36,36.60891127586365,0.20451905740705947
1-9576,3,18,1-9576,10,2,0,1,2.0446919798851013,0.20446919798851013
1-0033,3,18,1-0033,10,2,0,1,2.0446919798851013,0.20446919798851013
1-20047,13,14,1-20047,20,4,0,1,4.044691979885101,0.20223459899425505
1-9286,19,6,1-9286,81,16,0,5,16.223459899425507,0.2002896283879692
1-7182,12,3,1-7182,22,4,0,9,4.402227818965912,0.20010126449845053
1-4361,15,17,1-4361,10,2,0,0,2.0,0.2
1-5424,2,24,1-5424,5,1,0,0,1.0,0.2
1-8493,3,18,1-8493,38,7,0,13,7.580995738506317,0.1994998878554294
1-1131,3,18,1-1131,138,26,0,29,27.29606741666794,0.19779758997585462
1-3523,16,8,1-3523,543,101,0,137,107.12280124425888,0.19727956030250254
MLG50,9,2,MLG50,319,62,0,7,62.31284385919571,0.19533806852412447
1-3068,3,18,1-3068,180,32,0,70,35.12843859195709,0.1951579921775394
P-16616,5,19,P-16616,28,5,0,10,5.446919798851013,0.19453284995896475
1-3083,9,2,1-3083,78,15,0,3,15.134075939655304,0.19402661461096543
1-6878,7,1,1-6878,167,31,0,21,31.938531577587128,0.19124869208136006
1-3587,12,3,1-3587,46,8,0,17,8.759763658046722,0.19042964474014615
1-9237,20,15,1-9237,38,7,0,5,7.223459899425507,0.19009104998488174
1-9457,23,9,1-9457,11,2,0,2,2.0893839597702026,0.1899439963427457
1-5775,20,15,1-5775,244,44,0,45,46.01113909482956,0.18857024219192442
1-1250,14,7,1-1250,34,6,0,9,6.402227818965912,0.18830081820487976
1-9997,2,24,1-9997,16,3,0,0,3.0,0.1875
1-4149,8,10,1-4149,16,3,0,0,3.0,0.1875
1-2034,6,20,1-2034,16,3,0,0,3.0,0.1875
1-4855,16,8,1-4855,22,4,0,2,4.089383959770203,0.18588108908046375
1-1769,22,16,1-1769,89,16,0,8,16.35753583908081,0.18379253751776192
MLG40,5,19,MLG40,51,9,0,8,9.35753583908081,0.18348109488393746
1-7770,6,20,1-7770,11,2,0,0,2.0,0.18181818181818182
1-9907,21,11,1-9907,17,3,0,2,3.0893839597702026,0.18172846822177663
1-9055,5,19,1-9055,12,2,0,4,2.1787679195404053,0.18156399329503378
1-3596,14,7,1-3596,223,38,0,53,40.36867493391037,0.18102544813412721
1-6228,1,5,1-6228,48,8,0,14,8.625687718391418,0.17970182746648788
MLG55,1,5,MLG55,92,16,0,11,16.491611778736115,0.17925664976887082
1-8529,1,5,1-8529,56,9,0,23,10.02791553735733,0.17906992030995234
1-7863,21,11,1-7863,351,60,0,61,62.72621077299118,0.17870715319940508
1-9818,13,14,1-9818,28,5,0,0,5.0,0.17857142857142858
1-3052,8,10,1-3052,166,28,0,32,29.430143356323242,0.1772900202188147
MLG06,3,18,MLG06,18,3,0,4,3.1787679195404053,0.17659821775224474
1-0001,5,19,1-0001,17,3,0,0,3.0,0.17647058823529413
1-7441,15,17,1-7441,111,18,0,31,19.38545137643814,0.17464370609403732
MLG29,10,13,MLG29,164,26,0,59,28.636826813220978,0.17461479764159132
1-2324,20,15,1-2324,25,4,0,8,4.3575358390808105,0.1743014335632324
1-8418,9,2,1-8418,46,8,0,0,8.0,0.17391304347826086
1-18935,16,8,1-18935,30,5,0,4,5.178767919540405,0.1726255973180135
1-7530,3,18,1-7530,25,4,0,7,4.312843859195709,0.17251375436782837
1-7807,12,3,1-7807,239,39,0,45,41.01113909482956,0.17159472424614877
1-9416,20,15,1-9416,13,2,0,5,2.2234598994255066,0.17103537687888512
1-20012,5,19,1-20012,12,2,0,1,2.0446919798851013,0.17039099832375845
MLG30,7,1,MLG30,208,34,0,31,35.38545137643814,0.17012236238672182
1-4531,8,10,1-4531,94,15,0,21,15.938531577587128,0.16955884657007583
1-7845,23,9,1-7845,36,6,0,2,6.089383959770203,0.16914955443806118
1-9925,20,15,1-9925,93,15,0,16,15.715071678161621,0.16897926535657656
1-8551,12,3,1-8551,38,6,0,8,6.3575358390808105,0.16730357471265292
1-1462,8,10,1-1462,192,31,0,23,32.02791553735733,0.16681206009040275
1-0055,2,24,1-0055,18,3,0,0,3.0,0.16666666666666666
1-10698,16,8,1-10698,6,1,0,0,1.0,0.16666666666666666
1-7525,11,21,1-7525,6,1,0,0,1.0,0.16666666666666666
1-7993,2,24,1-7993,24,4,0,0,4.0,0.16666666666666666
1-10468,22,16,1-10468,549,87,0,99,91.42450600862503,0.16652915484266853
MLG13,8,10,MLG13,140,21,0,45,23.01113909482956,0.16436527924878255
1-10539,19,6,1-10539,63,10,0,4,10.178767919540405,0.1615677447546096
MLG52,9,2,MLG52,125,20,0,3,20.134075939655304,0.16107260751724242
1-4319,22,16,1-4319,163,25,0,27,26.206683456897736,0.160777199122072
MLG09,9,2,MLG09,125,20,0,2,20.089383959770203,0.16071507167816163
1-9607,1,5,1-9607,19,3,0,1,3.0446919798851013,0.16024694630974218
1-8627,4,23,1-8627,25,4,0,0,4.0,0.16
1-9963,18,12,1-9963,116,17,0,30,18.34075939655304,0.15810999479787102
1-5980,12,3,1-5980,29,4,0,12,4.536303758621216,0.15642426753866262
1-1204,5,19,1-1204,39,6,0,2,6.089383959770203,0.15613805025051802
1-5530,3,18,1-5530,7,1,0,2,1.0893839597702026,0.1556262799671718
1-6900,14,7,1-6900,67,10,0,9,10.402227818965912,0.1552571316263569
