Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG45,21,22,MLG45,70,4,1,14,1007.4560729265213,14.392229613236019
MLG59,2,2,MLG59,71,17,1,11,1019.7154858708382,14.362189941842791
1-8285,7,22,1-8285,72,6,1,18,1010.4435223340988,14.033937810195816
MLG38,7,7,MLG38,77,11,1,8,1012.974898815155,13.155518166430586
1-18028,7,7,1-18028,309,82,1,63,1097.5523281693459,3.551949282101443
MLG56,2,2,MLG56,511,56,1,31,1063.6527329087257,2.0815121974730446
1-0008,10,17,1-0008,230,121,0,46,132.35566818714142,0.5754594269006149
1-8573,22,16,1-8573,184,92,0,16,95.94979763031006,0.5214662914690764
1-1989,21,13,1-1989,46,7,0,55,20.577429354190826,0.4473354207432788
1-3587,14,15,1-3587,46,17,0,10,19.468623518943787,0.42323094606399536
1-9379,19,21,1-9379,58,21,0,10,23.468623518943787,0.4046314399817894
MLG44,8,9,MLG44,59,22,0,5,23.234311759471893,0.39380189422833717
1-1183,10,11,1-1183,45,7,0,43,17.615081131458282,0.39144624736573963
MLG48,18,20,MLG48,159,56,0,3,56.740587055683136,0.35685903808605746
1-8067,6,8,1-8067,322,104,0,39,113.62763172388077,0.35288084386298374
MLG63,8,9,MLG63,380,114,0,67,130.53977757692337,0.3435257304655878
1-5002,3,3,1-5002,45,13,0,9,15.221761167049408,0.3382613592677646
1-2382,7,7,1-2382,139,39,0,26,45.418421149253845,0.326751231289596
1-7866,11,12,1-7866,318,90,0,43,100.61508113145828,0.31639962619955436
P-16616,3,3,P-16616,28,6,0,11,8.715485870838165,0.3112673525299345
MLG40,9,9,MLG40,51,13,0,11,15.715485870838165,0.3081467817811405
1-1317,6,8,1-1317,414,103,0,85,123.98329991102219,0.29947656983338694
1-9277,20,6,1-9277,48,9,0,21,14.184109389781952,0.29550227895379066
1-8627,14,15,1-8627,25,5,0,9,7.221761167049408,0.2888704466819763
1-6927,19,21,1-6927,179,44,0,30,51.40587055683136,0.28718363439570593
1-7268,21,22,1-7268,70,16,0,14,19.4560729265213,0.2779438989503043
MLG60,14,15,MLG60,47,8,0,18,12.443522334098816,0.264755794342528
MLG32,10,11,MLG32,52,12,0,6,13.481174111366272,0.2592533482955052
1-18994,11,12,1-18994,28,6,0,5,7.234311759471893,0.2583682771239962
1-3596,7,7,1-3596,223,48,0,35,56.64018231630325,0.25399184895203253
1-6561,18,20,1-6561,65,15,0,6,16.481174111366272,0.2535565247902503
1-9938,6,8,1-9938,55,9,0,20,13.937247037887573,0.25340449159795586
1-1580,13,14,1-1580,400,30,0,286,100.6026326417923,0.25150658160448075
1-5775,10,13,1-5775,244,59,0,8,60.97489881515503,0.24989712629161898
1-18558,15,16,1-18558,307,73,0,5,74.2343117594719,0.24180557576375208
MLG41,8,9,MLG41,66,14,0,6,15.481174111366272,0.23456324411161017
1-2282,7,7,1-2282,219,42,0,37,51.13390702009201,0.23348815990909594
MLG14,19,21,MLG14,232,51,0,12,53.962348222732544,0.23259632854626097
1-7682,7,7,1-7682,141,20,0,50,32.34311759471893,0.22938381272850308
MLG58,10,11,MLG58,71,13,0,13,16.209210574626923,0.22829874048770313
1-6611,3,3,1-6611,89,15,0,21,20.184109389781952,0.2267877459526062
MLG50,11,12,MLG50,319,50,0,88,71.72388696670532,0.22483977105550257
1-9491,21,22,1-9491,80,9,0,35,17.640182316303253,0.22050227895379065
1-0003,12,22,1-0003,17,3,0,3,3.740587055683136,0.2200345326872433
1-7496,4,10,1-7496,246,32,0,86,53.230162262916565,0.2163827734264901
MLG10,2,2,MLG10,60,9,0,15,12.70293527841568,0.21171558797359466
1-7496,9,10,1-7496,246,32,0,80,51.74898815155029,0.21036174045345649
1-2545,15,16,1-2545,145,30,0,2,30.493724703788757,0.21030154968130177
1-2297,6,8,1-2297,25,4,0,5,5.234311759471893,0.20937247037887574
1-0303,17,19,1-0303,212,28,0,66,44.29291522502899,0.20892884540108014
1-9995,16,17,1-9995,24,5,0,0,5.0,0.20833333333333334
1-4842,17,19,1-4842,6,1,0,1,1.2468623518943787,0.20781039198239645
1-3523,13,14,1-3523,543,97,0,63,112.55232816934586,0.207278689077985
1-1957,12,13,1-1957,47,8,0,7,9.72803646326065,0.2069794992183117
1-9630,18,20,1-9630,33,5,0,7,6.728036463260651,0.20387989282608032
1-3083,5,4,1-3083,78,8,0,32,15.899595260620117,0.2038409648797451
1-4494,9,10,1-4494,16,2,0,5,3.2343117594718933,0.20214448496699333
1-5424,20,6,1-5424,5,1,0,0,1.0,0.2
1-9971,14,15,1-9971,15,2,0,4,2.9874494075775146,0.19916329383850098
1-1608,2,2,1-1608,307,51,0,38,60.38076937198639,0.19668003052764296
1-8573,15,16,1-8573,184,32,0,16,35.94979763031006,0.19537933494733728
1-0129,18,20,1-0129,142,24,0,15,27.70293527841568,0.1950910935099696
1-8398,14,15,1-8398,54,1,0,38,10.38076937198639,0.1922364698515998
1-0292,19,21,1-0292,99,12,0,28,18.912145853042603,0.19103177629335963
1-3139,20,6,1-3139,93,10,0,31,17.65273290872574,0.18981433235188966
1-18613,17,19,1-18613,25,4,0,3,4.740587055683136,0.18962348222732545
1-9404,6,8,1-9404,100,13,0,24,18.924696445465088,0.1892469644546509
1-8988,13,14,1-8988,29,4,0,6,5.481174111366272,0.18900600384021626
1-5355,18,20,1-5355,53,9,0,4,9.987449407577515,0.18844244165240592
1-4390,20,6,1-4390,45,6,0,10,8.468623518943787,0.18819163375430636
1-5531,11,3,1-5531,8,1,0,2,1.4937247037887573,0.18671558797359467
1-8023,5,4,1-8023,16,2,0,4,2.9874494075775146,0.18671558797359467
1-1390,19,21,1-1390,98,17,0,5,18.234311759471893,0.18606440570889687
1-17907,3,3,1-17907,119,13,0,37,22.13390702009201,0.1859992186562354
1-5172,8,20,1-5172,120,16,0,25,22.171558797359467,0.18476298997799556
MLG68,15,16,MLG68,642,59,0,240,118.24696445465088,0.1841853028888643
1-4319,6,8,1-4319,163,23,0,28,29.912145853042603,0.18351009725793008
