Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG45,21,21,MLG45,70,6,1,3,1006.0649004839361,14.372355721199087
MLG59,2,2,MLG59,71,17,1,9,1017.1947014518082,14.326685935940962
1-8285,7,21,1-8285,72,9,1,6,1009.1298009678721,14.015691680109335
MLG38,7,7,MLG38,77,19,1,12,1019.2596019357443,13.2371376874772
1-18028,7,7,1-18028,309,90,1,13,1090.2812354303896,3.5284182376388014
MLG56,2,2,MLG56,511,56,1,23,1056.4975703768432,2.0675099224595757
1-0008,10,15,1-0008,230,123,0,46,123.99514075368643,0.5391093076247236
1-8573,22,14,1-8573,184,92,0,22,92.47593688219786,0.5025866134902057
1-3587,14,13,1-3587,46,17,0,10,17.21633494645357,0.3742681510098603
MLG64,8,16,MLG64,245,86,0,70,87.514344625175,0.35720140663336736
MLG48,18,18,MLG48,159,49,0,32,49.69227182865143,0.3125300115009524
1-6858,9,8,1-6858,23,7,0,3,7.064900483936071,0.30716958625809004
MLG40,9,16,MLG40,51,15,0,15,15.324502419680357,0.3004804396015756
1-2423,16,15,1-2423,79,23,0,7,23.1514344625175,0.2930561324369304
1-2382,7,7,1-2382,139,40,0,28,40.60573785007,0.2921276104321583
1-1317,6,6,1-1317,414,118,0,92,119.99028150737286,0.2898315978438958
1-3596,7,7,1-3596,223,60,0,85,61.838847044855356,0.2773042468379164
1-18935,7,7,1-18935,30,8,0,2,8.043266989290714,0.2681088996430238
MLG50,11,11,MLG50,319,83,0,83,84.79558005556464,0.2658168653779456
1-9491,21,21,1-9491,80,21,0,9,21.194701451808214,0.26493376814760267
MLG39,11,11,MLG39,23,6,0,4,6.0865339785814285,0.264631912112236
MLG51,5,5,MLG51,248,62,0,25,62.54083736613393,0.2521807958311852
1-8093,8,16,1-8093,4,1,0,0,1.0,0.25
1-9995,16,15,1-9995,24,6,0,0,6.0,0.25
MLG65,8,16,MLG65,201,49,0,27,49.58410435542464,0.24668708634539624
MLG31,7,7,MLG31,33,8,0,4,8.086533978581429,0.24504648419943723
MLG58,10,9,MLG58,71,17,0,15,17.324502419680357,0.24400707633352617
1-8066,16,15,1-8066,86,20,0,32,20.692271828651428,0.24060781196106312
1-18558,15,14,1-18558,307,73,0,16,73.34613591432571,0.23891249483493718
1-5282,10,9,1-5282,17,4,0,1,4.021633494645357,0.23656667615560925
1-6878,22,20,1-6878,167,38,0,8,38.17306795716286,0.2285812452524722
1-5002,3,3,1-5002,45,10,0,12,10.259601935744286,0.22799115412765078
MLG44,8,16,MLG44,59,13,0,17,13.367769408971071,0.22657236286391647
MLG29,9,8,MLG29,164,36,0,52,37.12494172155857,0.22637159586316202
1-6743,8,16,1-6743,58,13,0,3,13.064900483936071,0.2252569048954495
1-7614,8,16,1-7614,72,16,0,8,16.173067957162857,0.22462594384948412
1-9938,6,6,1-9938,55,12,0,15,12.324502419680357,0.22408186217600648
